user_id,item_id,rating,label,num_tokens
181,181,4,1,143
182,182,1,0,127
183,183,1,0,545
184,184,2,0,283
185,185,2,0,65
186,186,1,0,287
187,187,5,1,530
188,188,1,0,97
189,189,5,1,203
190,190,1,0,524
191,191,5,1,326
192,192,5,1,762
193,193,4,1,107
194,194,4,1,55
195,195,1,0,139
196,196,2,0,174
197,197,1,0,198
198,198,1,0,177
199,199,4,1,503
200,200,1,0,119
201,201,1,0,100
202,202,5,1,231
203,203,4,1,320
204,204,5,1,64
205,205,1,0,193
206,206,5,1,99
207,207,1,0,107
208,208,1,0,137
209,209,4,1,152
210,210,4,1,62
211,211,2,0,564
212,212,1,0,47
213,213,1,0,130
214,214,5,1,82
215,215,1,0,139
216,216,5,1,340
217,217,4,1,249
218,218,2,0,109
219,219,5,1,437
220,220,2,0,168
221,221,2,0,108
222,222,5,1,247
223,223,4,1,306
224,224,2,0,291
225,225,4,1,259
226,226,1,0,231
227,227,4,1,296
228,228,5,1,185
229,229,4,1,641
230,230,5,1,148
231,231,1,0,73
232,232,5,1,53
233,233,5,1,137
234,234,4,1,73
235,235,4,1,151
236,236,5,1,133
237,237,5,1,69
238,238,2,0,145
239,239,5,1,267
240,240,2,0,170
241,241,1,0,125
242,242,5,1,122
243,243,1,0,134
244,244,4,1,148
245,245,2,0,139
246,246,4,1,46
247,247,1,0,201
248,248,2,0,135
249,249,5,1,161
250,250,1,0,119
251,251,2,0,127
252,252,1,0,215
253,253,2,0,343
254,254,1,0,350
255,255,5,1,423
256,256,1,0,376
257,257,2,0,130
258,258,2,0,421
259,259,5,1,484
260,260,5,1,217
261,261,5,1,460
262,262,2,0,147
263,263,2,0,267
264,264,1,0,918
265,265,1,0,120
266,266,5,1,137
267,267,1,0,177
268,268,1,0,560
269,269,1,0,152
270,270,5,1,115
271,271,2,0,219
272,272,5,1,155
273,273,4,1,328
274,274,5,1,387
275,275,1,0,182
276,276,5,1,151
277,277,1,0,654
278,278,4,1,335
279,279,2,0,179
280,280,5,1,65
281,281,5,1,268
282,282,1,0,98
283,283,2,0,164
284,284,1,0,175
285,285,5,1,196
286,286,1,0,129
287,287,5,1,327
288,288,4,1,103
289,289,5,1,326
290,290,4,1,128
291,291,5,1,172
292,292,4,1,107
293,293,4,1,145
294,294,4,1,188
295,295,4,1,129
296,296,1,0,443
297,297,1,0,132
298,298,5,1,587
299,299,4,1,276
300,300,4,1,127
301,301,1,0,155
302,302,2,0,155
303,303,5,1,118
304,304,4,1,249
305,305,5,1,213
306,306,4,1,87
307,307,5,1,295
308,308,1,0,137
309,309,1,0,91
310,310,1,0,124
311,311,4,1,1011
312,312,2,0,83
313,313,1,0,114
314,314,1,0,78
315,315,2,0,424
316,316,1,0,297
317,317,4,1,150
318,318,5,1,80
319,319,4,1,209
320,320,1,0,344
321,321,5,1,931
322,322,4,1,72
323,323,2,0,716
324,324,5,1,128
325,325,1,0,54
326,326,4,1,229
327,327,5,1,99
328,328,2,0,251
329,329,4,1,151
330,330,4,1,53
331,331,2,0,118
332,332,5,1,77
333,333,4,1,467
334,334,5,1,146
335,335,5,1,144
336,336,1,0,124
337,337,5,1,57
338,338,5,1,174
339,339,2,0,572
340,340,1,0,162
341,341,1,0,113
342,342,4,1,133
343,343,2,0,128
344,344,4,1,358
345,345,1,0,283
346,346,2,0,336
347,347,1,0,185
348,348,5,1,76
349,349,2,0,151
350,350,2,0,377
351,351,5,1,270
352,352,1,0,128
353,353,1,0,344
354,354,4,1,680
355,355,2,0,233
356,356,2,0,149
357,357,4,1,262
358,358,1,0,421
359,359,1,0,35
360,360,1,0,197
361,361,4,1,160
362,362,2,0,187
363,363,4,1,358
364,364,4,1,788
365,365,5,1,554
366,366,2,0,993
367,367,1,0,352
368,368,1,0,135
369,369,5,1,166
370,370,4,1,108
371,371,4,1,169
372,372,5,1,332
373,373,2,0,286
374,374,5,1,710
375,375,5,1,412
376,376,2,0,283
377,377,5,1,152
378,378,1,0,75
379,379,5,1,753
380,380,2,0,280
381,381,1,0,207
382,382,4,1,120
383,383,5,1,82
384,384,1,0,36
385,385,1,0,342
386,386,2,0,232
387,387,2,0,138
388,388,4,1,238
389,389,4,1,54
390,390,5,1,262
391,391,5,1,145
392,392,1,0,184
393,393,4,1,139
394,394,4,1,296
395,395,4,1,48
396,396,2,0,304
397,397,1,0,193
398,398,5,1,272
399,399,2,0,150
400,400,4,1,90
401,401,5,1,479
402,402,1,0,202
403,403,1,0,371
404,404,4,1,245
405,405,4,1,237
406,406,1,0,186
407,407,5,1,170
408,408,4,1,419
409,409,2,0,141
410,410,5,1,134
411,411,1,0,681
412,412,4,1,399
413,413,1,0,122
414,414,1,0,18
415,415,1,0,116
416,416,2,0,60
417,417,1,0,187
418,418,5,1,200
419,419,1,0,639
420,420,2,0,307
421,421,1,0,406
422,422,1,0,158
423,423,2,0,403
424,424,4,1,210
425,425,2,0,521
426,426,4,1,98
427,427,4,1,206
428,428,5,1,177
429,429,2,0,154
430,430,4,1,348
431,431,1,0,220
432,432,2,0,354
433,433,2,0,179
434,434,4,1,720
435,435,1,0,122
436,436,4,1,522
437,437,5,1,175
438,438,4,1,61
439,439,5,1,215
440,440,5,1,185
441,441,2,0,310
442,442,5,1,130
443,443,1,0,414
444,444,1,0,181
445,445,1,0,194
446,446,1,0,178
447,447,2,0,166
448,448,4,1,130
449,449,1,0,81
450,450,1,0,122
451,451,4,1,329
452,452,4,1,101
453,453,1,0,140
454,454,4,1,283
455,455,4,1,638
456,456,4,1,184
457,457,2,0,653
458,458,5,1,396
459,459,1,0,303
460,460,2,0,125
461,461,5,1,70
462,462,4,1,161
463,463,2,0,142
464,464,2,0,664
465,465,1,0,212
466,466,5,1,180
467,467,4,1,243
468,468,4,1,249
469,469,1,0,66
470,470,4,1,58
471,471,1,0,255
472,472,2,0,185
473,473,1,0,264
474,474,1,0,680
475,475,4,1,128
476,476,4,1,385
477,477,5,1,407
478,478,2,0,205
479,479,1,0,277
480,480,4,1,369
481,481,2,0,213
482,482,5,1,190
483,483,1,0,71
484,484,5,1,92
485,485,5,1,173
486,486,1,0,190
487,487,2,0,119
488,488,5,1,364
489,489,5,1,346
490,490,1,0,323
491,491,1,0,142
492,492,5,1,63
493,493,4,1,403
494,494,4,1,194
495,495,5,1,207
496,496,1,0,212
497,497,2,0,167
498,498,1,0,146
499,499,1,0,217
500,500,5,1,993
501,501,1,0,194
502,502,5,1,123
503,503,5,1,171
504,504,2,0,133
505,505,4,1,230
506,506,4,1,145
507,507,1,0,85
508,508,4,1,232
509,509,2,0,126
510,510,4,1,162
511,511,2,0,154
512,512,2,0,156
513,513,2,0,137
514,514,2,0,159
515,515,1,0,883
516,516,4,1,140
517,517,1,0,115
518,518,5,1,190
519,519,5,1,361
520,520,2,0,391
521,521,2,0,354
522,522,4,1,60
523,523,5,1,116
524,524,2,0,355
525,525,2,0,856
526,526,2,0,151
527,527,5,1,317
528,528,1,0,101
529,529,5,1,471
530,530,1,0,155
531,531,1,0,65
532,532,5,1,59
533,533,4,1,83
534,534,5,1,89
535,535,5,1,139
536,536,1,0,164
537,537,1,0,126
538,538,1,0,51
539,539,2,0,230
540,540,5,1,169
541,541,5,1,127
542,542,1,0,68
543,543,2,0,351
544,544,1,0,119
545,545,1,0,349
546,546,1,0,131
547,547,2,0,166
548,548,4,1,246
549,549,1,0,187
550,550,5,1,152
551,551,2,0,421
552,552,2,0,126
553,553,4,1,402
554,554,2,0,133
555,555,1,0,93
556,556,2,0,128
557,557,4,1,1296
558,558,5,1,422
559,559,5,1,480
560,560,1,0,586
561,561,1,0,126
562,562,1,0,337
563,563,1,0,159
564,564,2,0,145
565,565,4,1,154
566,566,2,0,232
567,567,5,1,814
568,568,4,1,150
569,569,4,1,98
570,570,2,0,124
571,571,4,1,105
572,572,5,1,254
573,573,4,1,212
574,574,2,0,138
575,575,1,0,92
576,576,1,0,482
577,577,2,0,231
578,578,1,0,394
579,579,2,0,131
580,580,5,1,122
581,581,4,1,120
582,582,1,0,308
583,583,4,1,79
584,584,2,0,159
585,585,5,1,128
586,586,4,1,122
587,587,5,1,59
588,588,2,0,735
589,589,1,0,191
590,590,1,0,151
591,591,5,1,983
592,592,1,0,267
593,593,4,1,443
594,594,5,1,140
595,595,4,1,32
596,596,5,1,140
597,597,2,0,123
598,598,4,1,170
599,599,5,1,117
600,600,1,0,268
601,601,4,1,145
602,602,4,1,195
603,603,4,1,292
604,604,1,0,94
605,605,1,0,137
606,606,4,1,169
607,607,4,1,82
608,608,4,1,106
609,609,5,1,423
610,610,5,1,148
611,611,2,0,363
612,612,4,1,816
613,613,1,0,217
614,614,2,0,118
615,615,5,1,226
616,616,2,0,201
617,617,4,1,398
618,618,1,0,274
619,619,5,1,438
620,620,1,0,309
621,621,5,1,199
622,622,5,1,97
623,623,5,1,234
624,624,1,0,147
625,625,4,1,111
626,626,2,0,477
627,627,5,1,223
628,628,1,0,137
629,629,4,1,250
630,630,5,1,94
631,631,1,0,114
632,632,5,1,175
633,633,5,1,164
634,634,5,1,152
635,635,4,1,113
636,636,2,0,359
637,637,1,0,107
638,638,1,0,493
639,639,5,1,62
640,640,5,1,134
641,641,1,0,175
642,642,5,1,502
643,643,1,0,176
644,644,4,1,293
645,645,1,0,142
646,646,5,1,164
647,647,1,0,372
648,648,5,1,445
649,649,4,1,250
650,650,2,0,770
651,651,4,1,222
652,652,2,0,185
653,653,2,0,291
654,654,5,1,330
655,655,1,0,409
656,656,2,0,149
657,657,5,1,164
658,658,4,1,111
659,659,5,1,196
660,660,1,0,61
661,661,2,0,43
662,662,4,1,204
663,663,5,1,131
664,664,5,1,196
665,665,4,1,515
666,666,1,0,224
667,667,5,1,67
668,668,4,1,149
669,669,2,0,179
670,670,4,1,205
671,671,5,1,202
672,672,1,0,61
673,673,2,0,602
674,674,1,0,146
675,675,1,0,164
676,676,1,0,184
677,677,5,1,71
678,678,4,1,184
679,679,1,0,740
680,680,2,0,184
681,681,4,1,134
682,682,1,0,239
683,683,4,1,153
684,684,4,1,33
685,685,1,0,203
686,686,2,0,275
687,687,5,1,141
688,688,1,0,179
689,689,2,0,734
690,690,4,1,148
691,691,4,1,148
692,692,1,0,277
693,693,1,0,189
694,694,5,1,883
695,695,4,1,128
696,696,2,0,213
697,697,5,1,195
698,698,5,1,153
699,699,5,1,127
700,700,2,0,448
701,701,2,0,169
702,702,5,1,57
703,703,1,0,917
704,704,5,1,259
705,705,5,1,204
706,706,2,0,394
707,707,5,1,197
708,708,5,1,179
709,709,1,0,169
710,710,2,0,161
711,711,5,1,335
712,712,4,1,118
713,713,4,1,531
714,714,4,1,154
715,715,4,1,194
716,716,1,0,191
717,717,2,0,206
718,718,1,0,446
719,719,2,0,126
720,720,2,0,267
721,721,2,0,537
722,722,1,0,135
723,723,5,1,153
724,724,5,1,704
725,725,5,1,243
726,726,1,0,121
727,727,5,1,206
728,728,5,1,392
729,729,5,1,134
730,730,1,0,136
731,731,5,1,158
732,732,2,0,143
733,733,4,1,158
734,734,5,1,248
735,735,5,1,226
736,736,4,1,199
737,737,1,0,124
738,738,5,1,178
739,739,1,0,150
740,740,5,1,132
741,741,2,0,30
742,742,4,1,371
743,743,2,0,145
744,744,5,1,113
745,745,1,0,159
746,746,5,1,246
747,747,4,1,189
748,748,5,1,171
749,749,1,0,132
750,750,4,1,139
751,751,5,1,123
752,752,2,0,438
753,753,2,0,146
754,754,2,0,149
755,755,2,0,241
756,756,5,1,76
757,757,2,0,147
758,758,1,0,179
759,759,1,0,158
760,760,5,1,256
761,761,5,1,207
762,762,2,0,191
763,763,5,1,264
764,764,1,0,107
765,765,4,1,272
766,766,2,0,489
767,767,2,0,99
768,768,2,0,221
769,769,2,0,129
770,770,2,0,130
771,771,1,0,197
772,772,2,0,164
773,773,5,1,63
774,774,5,1,137
775,775,1,0,262
776,776,5,1,114
777,777,2,0,117
778,778,1,0,66
779,779,5,1,251
780,780,2,0,274
781,781,4,1,51
782,782,5,1,131
783,783,4,1,72
784,784,1,0,133
785,785,2,0,183
786,786,2,0,349
787,787,4,1,205
788,788,4,1,152
789,789,1,0,253
790,790,5,1,61
791,791,5,1,367
792,792,2,0,373
793,793,4,1,199
794,794,5,1,103
795,795,1,0,114
796,796,4,1,450
797,797,5,1,127
798,798,5,1,179
799,799,2,0,168
800,800,4,1,278
801,801,5,1,120
802,802,4,1,285
803,803,4,1,488
804,804,5,1,271
805,805,4,1,514
806,806,2,0,127
807,807,4,1,253
808,808,5,1,168
809,809,4,1,276
810,810,1,0,145
811,811,1,0,244
812,812,5,1,195
813,813,4,1,89
814,814,4,1,191
815,815,4,1,537
816,816,1,0,190
817,817,4,1,423
818,818,5,1,110
819,819,4,1,206
820,820,2,0,220
821,821,4,1,170
822,822,5,1,66
823,823,4,1,76
824,824,4,1,104
825,825,1,0,640
826,826,5,1,397
827,827,5,1,138
828,828,1,0,127
829,829,1,0,444
830,830,2,0,254
831,831,1,0,331
832,832,5,1,89
833,833,5,1,232
834,834,1,0,195
835,835,2,0,120
836,836,5,1,51
837,837,1,0,204
838,838,4,1,136
839,839,4,1,134
840,840,4,1,205
841,841,4,1,140
842,842,2,0,192
843,843,4,1,181
844,844,2,0,130
845,845,5,1,60
846,846,2,0,228
847,847,5,1,185
848,848,2,0,123
849,849,1,0,248
850,850,5,1,155
851,851,4,1,123
852,852,1,0,154
853,853,4,1,187
854,854,5,1,66
855,855,1,0,131
856,856,4,1,216
857,857,5,1,213
858,858,1,0,79
859,859,4,1,660
860,860,2,0,251
861,861,5,1,77
862,862,2,0,225
863,863,1,0,128
864,864,5,1,47
865,865,5,1,39
866,866,1,0,126
867,867,5,1,128
868,868,4,1,366
869,869,2,0,188
870,870,4,1,130
871,871,2,0,300
872,872,5,1,32
873,873,4,1,331
874,874,5,1,295
875,875,4,1,275
876,876,1,0,502
877,877,4,1,161
878,878,2,0,123
879,879,1,0,171
880,880,1,0,375
881,881,2,0,129
882,882,2,0,134
883,883,1,0,46
884,884,2,0,126
885,885,4,1,258
886,886,1,0,181
887,887,1,0,80
888,888,4,1,162
889,889,5,1,162
890,890,4,1,191
891,891,5,1,315
892,892,4,1,226
893,893,4,1,320
894,894,1,0,171
895,895,5,1,159
896,896,4,1,120
897,897,5,1,136
898,898,5,1,122
899,899,2,0,350
900,900,2,0,112
901,901,5,1,149
902,902,1,0,82
903,903,2,0,121
904,904,1,0,160
905,905,2,0,255
906,906,2,0,131
907,907,5,1,81
908,908,5,1,782
909,909,5,1,198
910,910,4,1,416
911,911,5,1,234
912,912,5,1,174
913,913,2,0,433
914,914,1,0,119
915,915,2,0,213
916,916,4,1,258
917,917,1,0,52
918,918,5,1,186
919,919,4,1,338
920,920,4,1,798
921,921,5,1,301
922,922,1,0,143
923,923,1,0,53
924,924,4,1,292
925,925,1,0,175
926,926,4,1,275
927,927,2,0,92
928,928,2,0,111
929,929,5,1,160
930,930,5,1,118
931,931,5,1,129
932,932,4,1,342
933,933,1,0,139
934,934,1,0,96
935,935,1,0,495
936,936,4,1,175
937,937,2,0,599
938,938,1,0,138
939,939,2,0,261
940,940,5,1,420
941,941,2,0,65
942,942,4,1,111
943,943,1,0,109
944,944,4,1,535
945,945,5,1,321
946,946,1,0,108
947,947,4,1,321
948,948,5,1,155
949,949,4,1,143
950,950,4,1,304
951,951,4,1,143
952,952,5,1,247
953,953,4,1,167
954,954,4,1,121
955,955,4,1,138
956,956,4,1,143
957,957,2,0,46
958,958,5,1,122
959,959,2,0,134
960,960,1,0,176
961,961,4,1,174
962,962,5,1,145
963,963,4,1,149
964,964,5,1,204
965,965,5,1,126
966,966,2,0,100
967,967,1,0,133
968,968,5,1,423
969,969,4,1,34
970,970,2,0,138
971,971,1,0,420
972,972,2,0,352
973,973,5,1,336
974,974,1,0,117
975,975,1,0,197
976,976,2,0,257
977,977,2,0,320
978,978,2,0,254
979,979,1,0,176
980,980,5,1,393
981,981,1,0,124
982,982,2,0,142
983,983,2,0,136
984,984,2,0,114
985,985,5,1,416
986,986,4,1,377
987,987,5,1,269
988,988,4,1,95
989,989,5,1,158
990,990,1,0,249
991,991,1,0,115
992,992,1,0,509
993,993,4,1,66
994,994,2,0,142
995,995,5,1,180
996,996,5,1,216
997,997,1,0,70
998,998,2,0,308
999,999,1,0,215
1000,1000,2,0,615
1,1001,1,0,130
2,1002,1,0,184
3,1003,1,0,136
4,1004,4,1,110
5,1005,4,1,112
6,1006,1,0,125
7,1007,2,0,135
8,1008,4,1,257
9,1009,4,1,135
10,1010,5,1,148
11,1011,4,1,515
12,1012,5,1,134
13,1013,1,0,216
14,1014,2,0,346
15,1015,4,1,83
16,1016,5,1,157
17,1017,4,1,546
18,1018,1,0,195
19,1019,5,1,965
20,1020,2,0,46
21,1021,1,0,144
22,1022,5,1,321
23,1023,1,0,165
24,1024,4,1,389
25,1025,2,0,132
26,1026,1,0,144
27,1027,4,1,295
28,1028,1,0,113
29,1029,1,0,434
30,1030,5,1,365
31,1031,2,0,438
32,1032,1,0,351
33,1033,1,0,66
34,1034,2,0,151
35,1035,2,0,62
36,1036,1,0,142
37,1037,5,1,71
38,1038,4,1,63
39,1039,5,1,197
40,1040,4,1,766
41,1041,5,1,111
42,1042,5,1,706
43,1043,5,1,117
44,1044,1,0,314
45,1045,4,1,89
46,1046,4,1,288
47,1047,5,1,42
48,1048,5,1,152
49,1049,4,1,134
50,1050,4,1,106
51,1051,1,0,394
52,1052,1,0,140
53,1053,5,1,235
54,1054,4,1,71
55,1055,4,1,309
56,1056,5,1,213
57,1057,4,1,125
58,1058,1,0,920
59,1059,1,0,142
60,1060,1,0,147
61,1061,2,0,112
62,1062,4,1,186
63,1063,2,0,96
64,1064,2,0,131
65,1065,2,0,46
66,1066,1,0,190
67,1067,5,1,824
68,1068,4,1,79
69,1069,2,0,55
70,1070,4,1,153
71,1071,2,0,121
72,1072,1,0,196
73,1073,4,1,133
74,1074,2,0,164
75,1075,2,0,118
76,1076,2,0,136
77,1077,5,1,184
78,1078,1,0,51
79,1079,4,1,481
80,1080,1,0,206
81,1081,4,1,251
82,1082,4,1,283
83,1083,2,0,70
84,1084,1,0,142
85,1085,5,1,192
86,1086,4,1,108
87,1087,5,1,229
88,1088,4,1,105
89,1089,1,0,194
90,1090,2,0,61
91,1091,5,1,139
92,1092,1,0,135
93,1093,2,0,79
94,1094,1,0,189
95,1095,4,1,305
96,1096,1,0,473
97,1097,1,0,104
98,1098,1,0,438
99,1099,5,1,937
100,1100,1,0,89
101,1101,5,1,245
102,1102,2,0,167
103,1103,1,0,320
104,1104,1,0,128
105,1105,2,0,349
106,1106,5,1,171
107,1107,5,1,170
108,1108,5,1,430
109,1109,1,0,225
110,1110,4,1,268
111,1111,4,1,100
112,1112,5,1,132
113,1113,1,0,164
114,1114,4,1,151
115,1115,2,0,114
116,1116,1,0,471
117,1117,1,0,147
118,1118,1,0,220
119,1119,4,1,111
120,1120,2,0,129
121,1121,2,0,133
122,1122,1,0,137
123,1123,4,1,282
124,1124,1,0,234
125,1125,4,1,378
126,1126,4,1,49
127,1127,4,1,236
128,1128,4,1,248
129,1129,1,0,135
130,1130,1,0,144
131,1131,1,0,365
132,1132,4,1,67
133,1133,2,0,131
134,1134,4,1,149
135,1135,5,1,169
136,1136,4,1,232
137,1137,1,0,120
138,1138,5,1,122
139,1139,4,1,133
140,1140,4,1,169
141,1141,2,0,157
142,1142,4,1,199
143,1143,2,0,146
144,1144,5,1,203
145,1145,4,1,118
146,1146,4,1,149
147,1147,4,1,162
148,1148,5,1,372
149,1149,5,1,170
150,1150,1,0,154
151,1151,5,1,331
152,1152,5,1,132
153,1153,4,1,83
154,1154,5,1,195
155,1155,5,1,132
156,1156,2,0,150
157,1157,5,1,850
158,1158,1,0,189
159,1159,5,1,744
160,1160,5,1,147
161,1161,5,1,100
162,1162,4,1,53
163,1163,2,0,168
164,1164,5,1,149
165,1165,5,1,83
166,1166,5,1,116
167,1167,5,1,221
168,1168,1,0,125
169,1169,4,1,104
170,1170,4,1,92
171,1171,4,1,173
172,1172,5,1,191
173,1173,5,1,68
174,1174,2,0,246
175,1175,5,1,132
176,1176,4,1,292
177,1177,2,0,191
178,1178,1,0,168
179,1179,4,1,145
180,1180,1,0,25
181,1181,1,0,170
182,1182,4,1,136
183,1183,4,1,176
184,1184,4,1,850
185,1185,2,0,118
186,1186,5,1,44
187,1187,1,0,130
188,1188,2,0,271
189,1189,5,1,601
190,1190,1,0,133
191,1191,1,0,140
192,1192,4,1,418
193,1193,2,0,307
194,1194,1,0,211
195,1195,4,1,288
196,1196,1,0,142
197,1197,5,1,270
198,1198,5,1,381
199,1199,4,1,46
200,1200,2,0,121
201,1201,1,0,132
202,1202,5,1,171
203,1203,2,0,140
204,1204,4,1,97
205,1205,1,0,168
206,1206,5,1,255
207,1207,2,0,295
208,1208,4,1,144
209,1209,1,0,124
210,1210,4,1,124
211,1211,2,0,187
212,1212,5,1,91
213,1213,2,0,75
214,1214,5,1,176
215,1215,5,1,307
216,1216,1,0,159
217,1217,1,0,411
218,1218,5,1,228
219,1219,4,1,232
220,1220,1,0,131
221,1221,2,0,179
222,1222,2,0,113
223,1223,1,0,280
224,1224,5,1,138
225,1225,2,0,388
226,1226,2,0,133
227,1227,4,1,211
228,1228,2,0,333
229,1229,5,1,108
230,1230,5,1,205
231,1231,4,1,141
232,1232,4,1,121
233,1233,2,0,121
234,1234,4,1,110
235,1235,5,1,370
236,1236,1,0,433
237,1237,2,0,176
238,1238,4,1,94
239,1239,2,0,139
240,1240,2,0,266
241,1241,2,0,365
242,1242,4,1,226
243,1243,2,0,108
244,1244,1,0,117
245,1245,2,0,106
246,1246,2,0,137
247,1247,5,1,118
248,1248,2,0,235
249,1249,4,1,715
250,1250,4,1,105
251,1251,2,0,134
252,1252,1,0,132
253,1253,4,1,135
254,1254,4,1,145
255,1255,2,0,101
256,1256,1,0,221
257,1257,1,0,481
258,1258,5,1,111
259,1259,2,0,470
260,1260,2,0,280
261,1261,4,1,356
262,1262,1,0,123
263,1263,1,0,106
264,1264,4,1,114
265,1265,5,1,305
266,1266,4,1,276
267,1267,5,1,227
268,1268,4,1,297
269,1269,2,0,247
270,1270,4,1,279
271,1271,5,1,114
272,1272,5,1,36
273,1273,4,1,165
274,1274,2,0,360
275,1275,2,0,430
276,1276,5,1,270
277,1277,4,1,259
278,1278,2,0,232
279,1279,2,0,142
280,1280,1,0,124
281,1281,4,1,328
282,1282,4,1,194
283,1283,1,0,177
284,1284,1,0,159
285,1285,1,0,179
286,1286,2,0,52
287,1287,4,1,36
288,1288,2,0,103
289,1289,5,1,123
290,1290,2,0,224
291,1291,2,0,165
292,1292,5,1,297
293,1293,2,0,124
294,1294,5,1,126
295,1295,4,1,161
296,1296,2,0,39
297,1297,1,0,151
298,1298,1,0,275
299,1299,1,0,78
300,1300,4,1,109
301,1301,5,1,75
302,1302,4,1,107
303,1303,4,1,76
304,1304,2,0,125
305,1305,4,1,125
306,1306,4,1,275
307,1307,5,1,106
308,1308,5,1,79
309,1309,2,0,173
310,1310,5,1,229
311,1311,5,1,157
312,1312,1,0,249
313,1313,5,1,71
314,1314,2,0,129
315,1315,2,0,267
316,1316,1,0,103
317,1317,5,1,129
318,1318,4,1,310
319,1319,2,0,158
320,1320,1,0,275
321,1321,2,0,313
322,1322,5,1,208
323,1323,1,0,204
324,1324,4,1,221
325,1325,4,1,49
326,1326,4,1,89
327,1327,1,0,389
328,1328,2,0,246
329,1329,4,1,427
330,1330,4,1,217
331,1331,1,0,170
332,1332,2,0,171
333,1333,2,0,233
334,1334,4,1,42
335,1335,5,1,199
336,1336,4,1,67
337,1337,1,0,186
338,1338,2,0,111
339,1339,2,0,70
340,1340,4,1,299
341,1341,2,0,222
342,1342,1,0,136
343,1343,5,1,105
344,1344,5,1,68
345,1345,4,1,446
346,1346,5,1,229
347,1347,4,1,49
348,1348,2,0,387
349,1349,1,0,358
350,1350,1,0,165
351,1351,4,1,134
352,1352,4,1,232
353,1353,5,1,235
354,1354,5,1,207
355,1355,5,1,428
356,1356,1,0,160
357,1357,2,0,227
358,1358,1,0,185
359,1359,2,0,154
